Surface,Round,Winner,Loser,WRank,LRank,WPts,LPts,Year,Fit
Hard,1st Round,Doi M.,Hantuchova D.,88,67,657,850,2015,1
Hard,1st Round,Bencic B.,Karatantcheva S.,12,106,3035,588,2015,1
Hard,1st Round,Keys M.,Koukalova K.,19,109,2275,565,2015,1
Hard,1st Round,Smitkova T.,Mitu A.,100,75,620,780,2015,1
Hard,1st Round,Williams S.,Diatchenko V.,1,86,12721,680,2015,1
Hard,1st Round,Konta J.,Chirico L.,97,119,638,496,2015,1
Hard,1st Round,Kerber A.,Dulgheru A.,11,52,3150,1036,2015,1
Hard,1st Round,Tsurenko L.,Safarova L.,37,6,1382,3800,2015,1
Hard,1st Round,Strycova B.,Bacsinszky T.,42,14,1290,2896,2015,1
Hard,1st Round,Govortsova O.,Begu I.,68,28,848,1676,2015,1
Hard,1st Round,Lepchenko V.,Flipkens K.,46,90,1234,656,2015,1
Hard,1st Round,Knapp K.,Tomljanovic A.,34,63,1420,905,2015,1
Hard,1st Round,Vesnina E.,Robson L.,108,618,568,34,2015,1
Hard,1st Round,Wozniacki C.,Loeb J.,5,413,4740,78,2015,1
Hard,1st Round,Ostapenko J.,Beck A.,114,227,516,212,2015,1
Hard,1st Round,Giorgi C.,Larsson J.,36,58,1385,1004,2015,1
Hard,1st Round,Barthel M.,Pironkova T.,53,44,1035,1255,2015,1
Hard,1st Round,Bondarenko K.,Putintseva Y.,104,78,602,775,2015,1
Hard,1st Round,Azarenka V.,Hradecka L.,20,56,2271,1015,2015,1
Hard,1st Round,Petkovic A.,Garcia C.,18,33,2450,1445,2015,1
Hard,1st Round,Muguruza G.,Witthoeft C.,9,49,3245,1090,2015,1
Hard,1st Round,Cetkovska P.,Mchale C.,149,59,354,955,2015,1
Hard,1st Round,Schmiedlova A.,Goerges J.,32,51,1451,1041,2015,1
Hard,1st Round,Kovinic D.,Krunic A.,81,65,750,889,2015,1
Hard,1st Round,Wickmayer Y.,Schiavone F.,92,95,653,647,2015,1
Hard,1st Round,Gibbs N.,Dominguez Lino L.,117,105,507,601,2015,1
Hard,1st Round,Lisicki S.,Sasnovich A.,24,118,1945,496,2015,1
Hard,1st Round,Niculescu M.,Panova A.,41,132,1335,426,2015,1
Hard,1st Round,Errani S.,Hibi M.,16,177,2610,286,2015,1
Hard,1st Round,Rodina E.,Mrdeza T.,94,193,650,265,2015,1
Hard,1st Round,Nara K.,Cornet A.,82,27,740,1745,2015,1
Hard,1st Round,Stosur S.,Babos T.,22,74,2135,786,2015,1
Hard,1st Round,Rogers S.,Vickery S.,154,137,347,404,2015,1
Hard,1st Round,Kvitova P.,Siegemund L.,4,126,4995,455,2015,1
Hard,2nd Round,Brengle M.,Tatishvili A.,47,121,1224,485,2015,1
Hard,2nd Round,Kasatkina D.,Konjuh A.,133,79,426,763,2015,1
Hard,2nd Round,Keys M.,Smitkova T.,19,100,2275,620,2015,1
Hard,2nd Round,Vinci R.,Allertova D.,43,77,1260,777,2015,1
Hard,2nd Round,Radwanska A.,Linette M.,15,91,2760,654,2015,1
Hard,2nd Round,Mattek-Sands B.,Vandeweghe C.,101,45,609,1245,2015,1
Hard,2nd Round,Mladenovic K.,Jovanovski B.,40,98,1335,637,2015,1
Hard,2nd Round,Cibulkova D.,Pegula J.,50,260,1066,173,2015,1
Hard,2nd Round,Williams S.,Bertens K.,1,110,12721,565,2015,1
Hard,2nd Round,Bouchard E.,Hercog P.,25,64,1887,900,2015,1
Hard,2nd Round,Duque Marino M.,Dodin O.,96,128,640,439,2015,1
Hard,2nd Round,Svitolina E.,Kanepi K.,17,89,2530,656,2015,1
Hard,2nd Round,Bencic B.,Doi M.,12,88,3035,657,2015,1
Hard,2nd Round,Williams V.,Falconi I.,23,73,2072,790,2015,1
Hard,2nd Round,Makarova E.,Davis L.,13,84,2920,725,2015,1
Hard,2nd Round,Errani S.,Ostapenko J.,16,114,2610,516,2015,1
Hard,2nd Round,Konta J.,Muguruza G.,97,9,638,3245,2015,1
Hard,2nd Round,Petkovic A.,Vesnina E.,18,108,2450,568,2015,1
Hard,2nd Round,Stosur S.,Rodina E.,22,94,2135,650,2015,1
Hard,2nd Round,Lepchenko V.,Tsurenko L.,46,37,1234,1382,2015,1
Hard,2nd Round,Azarenka V.,Wickmayer Y.,20,92,2271,653,2015,1
Hard,2nd Round,Strycova B.,Wang Q.,42,112,1290,525,2015,1
Hard,2nd Round,Kerber A.,Knapp K.,11,34,3150,1420,2015,1
Hard,2nd Round,Barthel M.,Govortsova O.,53,68,1035,848,2015,1
Hard,2nd Round,Halep S.,Bondarenko K.,2,104,6130,602,2015,1
Hard,2nd Round,Rogers S.,Nara K.,154,82,347,740,2015,1
Hard,2nd Round,Lisicki S.,Giorgi C.,24,36,1945,1385,2015,1
Hard,2nd Round,Kvitova P.,Gibbs N.,4,117,4995,507,2015,1
Hard,2nd Round,Schmiedlova A.,Kovinic D.,32,81,1451,750,2015,1
Hard,2nd Round,Pennetta F.,Niculescu M.,26,41,1747,1335,2015,1
Hard,2nd Round,Cetkovska P.,Wozniacki C.,149,5,354,4740,2015,1
Hard,3rd Round,Mladenovic K.,Kasatkina D.,40,133,1335,426,2015,1
Hard,3rd Round,Makarova E.,Svitolina E.,13,17,2920,2530,2015,1
Hard,3rd Round,Williams V.,Bencic B.,23,12,2072,3035,2015,1
Hard,3rd Round,Vinci R.,Duque Marino M.,43,96,1260,640,2015,1
Hard,3rd Round,Kontaveit A.,Brengle M.,152,47,348,1224,2015,1
Hard,3rd Round,Bouchard E.,Cibulkova D.,25,50,1887,1066,2015,1
Hard,3rd Round,Williams S.,Mattek-Sands B.,1,101,12721,609,2015,1
Hard,3rd Round,Keys M.,Radwanska A.,19,15,2275,2760,2015,1
Hard,3rd Round,Konta J.,Petkovic A.,97,18,638,2450,2015,1
Hard,3rd Round,Stosur S.,Errani S.,22,16,2135,2610,2015,1
Hard,3rd Round,Pennetta F.,Cetkovska P.,26,149,1747,354,2015,1
Hard,3rd Round,Halep S.,Rogers S.,2,154,6130,347,2015,1
Hard,4th Round,Williams V.,Kontaveit A.,23,152,2072,348,2015,1
Hard,4th Round,Vinci R.,Bouchard E.,43,25,1260,1887,2015,1
Hard,4th Round,Mladenovic K.,Makarova E.,40,13,1335,2920,2015,1
Hard,4th Round,Azarenka V.,Lepchenko V.,20,46,2271,1234,2015,1
Hard,4th Round,Halep S.,Lisicki S.,2,24,6130,1945,2015,1
Hard,4th Round,Pennetta F.,Stosur S.,26,22,1747,2135,2015,1
Hard,4th Round,Kvitova P.,Konta J.,4,97,4995,638,2015,1
Hard,Quarterfinals,Vinci R.,Mladenovic K.,43,40,1260,1335,2015,1
Hard,Quarterfinals,Williams S.,Williams V.,1,23,12721,2072,2015,1
Hard,Quarterfinals,Pennetta F.,Kvitova P.,26,4,1747,4995,2015,1
Hard,Quarterfinals,Halep S.,Azarenka V.,2,20,6130,2271,2015,1
Hard,Semifinals,Pennetta F.,Halep S.,26,2,1747,6130,2015,1
Hard,Semifinals,Vinci R.,Williams S.,43,1,1260,12721,2015,1
Hard,The Final,Pennetta F.,Vinci R.,26,43,1747,1260,2015,1
Hard,1st Round,Hlavackova A.,Rogers S.,152,153,340,338,2015,1
Hard,1st Round,Ostapenko J.,Barthel M.,101,48,596,1095,2015,1
Hard,1st Round,Karatantcheva S.,Krejcikova B.,110,162,538,316,2015,1
Hard,1st Round,Chirico L.,Boserup J.,122,206,482,227,2015,1
Hard,1st Round,Broady N.,Kudryavtseva A.,157,141,327,383,2015,1
Hard,1st Round,Beck A.,Fichman S.,57,348,918,103,2015,1
Hard,1st Round,Paszek T.,Kozlova K.,254,213,173,212,2015,1
Hard,1st Round,Hesse A.,Irigoyen M.,198,186,242,268,2015,1
Hard,1st Round,Kania P.,Mestach A.S.,150,98,340,608,2015,1
Hard,1st Round,Glatch A.,Maria T.,144,66,365,833,2015,1
Hard,1st Round,Pegula J.,Gibbs N.,177,128,282,447,2015,1
Hard,1st Round,Crawford S.,Minella M.,217,205,204,229,2015,1
Hard,1st Round,Lucic M.,Abanda F.,104,374,587,90,2015,1
Hard,1st Round,Hradecka L.,Vekic D.,53,131,965,419,2015,1
Hard,1st Round,Tatishvili A.,Kichenok L.,102,389,593,84,2015,1
Hard,2nd Round,Kania P.,Karatantcheva S.,150,110,340,538,2015,1
Hard,2nd Round,Beck A.,Hlavackova A.,57,152,918,340,2015,1
Hard,2nd Round,Ostapenko J.,Pegula J.,101,177,596,282,2015,1
Hard,2nd Round,Broady N.,Glatch A.,157,144,327,365,2015,1
Hard,2nd Round,Hradecka L.,Hesse A.,53,198,965,242,2015,1
Hard,2nd Round,Tatishvili A.,Chirico L.,102,122,593,482,2015,1
Hard,2nd Round,Crawford S.,Rodina E.,217,89,204,669,2015,1
Hard,2nd Round,Lucic M.,Paszek T.,104,254,587,173,2015,1
Hard,Quarterfinals,Ostapenko J.,Kania P.,101,150,596,340,2015,1
Hard,Quarterfinals,Lucic M.,Crawford S.,104,217,587,204,2015,1
Hard,Quarterfinals,Broady N.,Tatishvili A.,157,102,327,593,2015,1
Hard,Quarterfinals,Beck A.,Hradecka L.,57,53,918,965,2015,1
Hard,Semifinals,Beck A.,Lucic M.,57,104,918,587,2015,1
Hard,The Final,Beck A.,Ostapenko J.,57,101,918,596,2015,1
Hard,1st Round,Wickmayer Y.,Siniakova K.,86,68,684,823,2015,1
Hard,1st Round,Brengle M.,Friedsam A.L.,42,108,1284,573,2015,1
Hard,1st Round,Date Krumm K.,Doi M.,160,83,319,707,2015,1
Hard,1st Round,Mchale C.,Putintseva Y.,60,75,895,765,2015,1
Hard,1st Round,Tomljanovic A.,Babos T.,61,74,895,769,2015,1
Hard,1st Round,Larsson J.,Wang Q.,62,112,884,534,2015,1
Hard,1st Round,Gajdosova J.,Panova A.,81,134,730,408,2015,1
Hard,1st Round,Hibino N.,Kuwata H.,124,218,478,203,2015,1
Hard,1st Round,Linette M.,Davis L.,84,72,706,785,2015,1
Hard,1st Round,Nara K.,Mitu A.,78,79,740,740,2015,1
Hard,1st Round,Diyas Z.,Bertens K.,43,93,1265,649,2015,1
Hard,1st Round,Bondarenko K.,Suarez Navarro C.,85,12,692,3070,2015,1
Hard,2nd Round,Brengle M.,Hibino N.,42,124,1284,478,2015,1
Hard,2nd Round,Wickmayer Y.,Larsson J.,86,62,684,884,2015,1
Hard,2nd Round,Mchale C.,Ozaki R.,60,142,895,380,2015,1
Hard,2nd Round,Tomljanovic A.,Date Krumm K.,61,160,895,319,2015,1
Hard,2nd Round,Bondarenko K.,Gajdosova J.,85,81,692,730,2015,1
Hard,2nd Round,Linette M.,Diyas Z.,84,43,706,1265,2015,1
Hard,2nd Round,Hsieh S.W.,Nara K.,113,78,533,740,2015,1
Hard,2nd Round,Zheng S.,Falconi I.,70,64,816,840,2015,1
Hard,Quarterfinals,Wickmayer Y.,Bondarenko K.,86,85,684,692,2015,1
Hard,Quarterfinals,Tomljanovic A.,Brengle M.,61,42,895,1284,2015,1
Hard,Quarterfinals,Linette M.,Hsieh S.W.,84,113,706,533,2015,1
Hard,Quarterfinals,Mchale C.,Zheng S.,60,70,895,816,2015,1
Hard,Semifinals,Wickmayer Y.,Tomljanovic A.,86,61,684,895,2015,1
Hard,Semifinals,Linette M.,Mchale C.,84,60,706,895,2015,1
Hard,The Final,Wickmayer Y.,Linette M.,86,84,684,706,2015,1
Hard,1st Round,Errani S.,Duan Y.Y.,21,121,2310,491,2015,1
Hard,1st Round,Zheng S.,Krunic A.,66,100,858,619,2015,1
Hard,1st Round,Babos T.,Yang Z.,76,155,769,338,2015,1
Hard,1st Round,Niculescu M.,Putintseva Y.,49,78,1075,765,2015,1
Hard,1st Round,Peterson R.,Wang Yaf.,147,148,363,360,2015,1
Hard,1st Round,Kontaveit A.,Hsieh S.W.,98,112,627,533,2015,1
Hard,1st Round,Zhang K-L.,Jabeur O.,206,153,228,346,2015,1
Hard,1st Round,Halep S.,Martic P.,2,128,6780,426,2015,1
Hard,1st Round,Radwanska U.,Wang Q.,91,111,664,534,2015,1
Hard,1st Round,Allertova D.,Friedsam A.L.,74,108,778,544,2015,1
Hard,1st Round,Kuznetsova S.,Hantuchova D.,30,79,1572,761,2015,1
Hard,1st Round,Jankovic J.,Vesnina E.,25,117,1905,508,2015,1
Hard,1st Round,Wickmayer Y.,Linette M.,56,64,934,868,2015,1
Hard,1st Round,Schiavone F.,Zhang S.,110,190,538,263,2015,1
Hard,1st Round,Jovanovski B.,Kovinic D.,113,75,532,772,2015,1
Hard,1st Round,Puig M.,Petkovic A.,106,17,569,2450,2015,1
Hard,2nd Round,Errani S.,Zhang K-L.,21,206,2310,228,2015,1
Hard,2nd Round,Zheng S.,Kontaveit A.,66,98,858,627,2015,1
Hard,2nd Round,Niculescu M.,Peterson R.,49,147,1075,363,2015,1
Hard,2nd Round,Wickmayer Y.,Puig M.,56,106,934,569,2015,1
Hard,2nd Round,Jankovic J.,Schiavone F.,25,110,1905,538,2015,1
Hard,2nd Round,Kuznetsova S.,Radwanska U.,30,91,1572,664,2015,1
Hard,2nd Round,Allertova D.,Jovanovski B.,74,113,778,532,2015,1
Hard,2nd Round,Halep S.,Babos T.,2,76,6780,769,2015,1
Hard,Quarterfinals,Wickmayer Y.,Niculescu M.,56,49,934,1075,2015,1
Hard,Quarterfinals,Jankovic J.,Kuznetsova S.,25,30,1905,1572,2015,1
Hard,Quarterfinals,Errani S.,Zheng S.,21,66,2310,858,2015,1
Hard,Semifinals,Jankovic J.,Wickmayer Y.,25,56,1905,934,2015,1
Hard,Semifinals,Allertova D.,Errani S.,74,21,778,2310,2015,1
Hard,The Final,Jankovic J.,Allertova D.,25,74,1905,778,2015,1
Hard,1st Round,Hercog P.,Davis L.,60,72,900,785,2015,1
Hard,1st Round,Goerges J.,Arruabarrena L.,57,97,932,632,2015,1
Hard,1st Round,Van Uytvanck A.,Mitu A.,58,84,927,708,2015,1
Hard,1st Round,Rybarikova M.,Koukalova K.,73,103,781,585,2015,1
Hard,1st Round,Barthel M.,Jang S.J.,47,209,1095,223,2015,1
Hard,1st Round,Duque Marino M.,Bertens K.,81,94,750,649,2015,1
Hard,1st Round,Schmiedlova A.,Pliskova Kr.,31,120,1571,494,2015,1
Hard,1st Round,Kulichkova E.,Watson H.,102,59,587,925,2015,1
Hard,1st Round,Lepchenko V.,Badosa Gibert. P.,46,198,1165,240,2015,1
Hard,1st Round,Mchale C.,Shvedova Y.,61,89,895,677,2015,1
Hard,1st Round,Stephens S.,Han N.L.,32,268,1561,160,2015,1
Hard,1st Round,Larsson J.,Melichar N.,62,635,889,30,2015,1
Hard,1st Round,Date Krumm K.,Tomljanovic A.,72,53,785,985,2015,1
Hard,1st Round,Sasnovich A.,Dulgheru A.,136,54,398,976,2015,1
Hard,1st Round,Begu I.,Kozlova K.,29,203,1587,230,2015,1
Hard,2nd Round,Barthel M.,Duque Marino M.,47,81,1095,750,2015,1
Hard,2nd Round,Van Uytvanck A.,Siniakova K.,58,69,927,823,2015,1
Hard,2nd Round,Schmiedlova A.,Mchale C.,31,61,1571,895,2015,1
Hard,2nd Round,Larsson J.,Goerges J.,62,57,889,932,2015,1
Hard,2nd Round,Sasnovich A.,Rybarikova M.,136,73,398,781,2015,1
Hard,2nd Round,Stephens S.,Date Krumm K.,32,72,1561,785,2015,1
Hard,Quarterfinals,Schmiedlova A.,Barthel M.,31,47,1571,1095,2015,1
Hard,Quarterfinals,Van Uytvanck A.,Kulichkova E.,58,102,927,587,2015,1
Hard,Quarterfinals,Sasnovich A.,Stephens S.,136,32,398,1561,2015,1
Hard,Semifinals,Sasnovich A.,Schmiedlova A.,136,31,398,1571,2015,1
Hard,Semifinals,Begu I.,Van Uytvanck A.,29,58,1587,927,2015,1
Hard,The Final,Begu I.,Sasnovich A.,29,136,1587,398,2015,1
Hard,1st Round,Strycova B.,Osaka N.,40,182,1290,274,2015,1
Hard,1st Round,Konjuh A.,Mladenovic K.,68,28,831,1755,2015,1
Hard,1st Round,Stosur S.,Riske A.,22,51,2305,1010,2015,1
Hard,1st Round,Brengle M.,Diyas Z.,37,41,1314,1265,2015,1
Hard,1st Round,Kerber A.,Gavrilova D.,9,39,3075,1301,2015,1
Hard,1st Round,Suarez Navarro C.,Bondarenko K.,10,83,3070,732,2015,1
Hard,1st Round,Nara K.,Doi M.,80,86,750,692,2015,1
Hard,1st Round,Svitolina E.,Savchuk O.,16,211,2650,220,2015,1
Hard,1st Round,Bencic B.,Xu Y-F.,15,200,2710,234,2015,1
Hard,1st Round,Cibulkova D.,Lucic M.,48,85,1087,696,2015,1
Hard,2nd Round,Muguruza G.,Strycova B.,8,40,3121,1290,2015,1
Hard,2nd Round,Bencic B.,Stosur S.,15,22,2710,2305,2015,1
Hard,2nd Round,Kerber A.,Brengle M.,9,37,3075,1314,2015,1
Hard,2nd Round,Wozniacki C.,Konjuh A.,6,68,3385,831,2015,1
Hard,2nd Round,Cibulkova D.,Suarez Navarro C.,48,10,1087,3070,2015,1
Hard,2nd Round,Pliskova Ka.,Nara K.,11,80,3040,750,2015,1
Hard,2nd Round,Radwanska A.,Svitolina E.,13,16,2820,2650,2015,1
Hard,Quarterfinals,Bencic B.,Muguruza G.,15,8,2710,3121,2015,1
Hard,Quarterfinals,Wozniacki C.,Kerber A.,6,9,3385,3075,2015,1
Hard,Quarterfinals,Radwanska A.,Pliskova Ka.,13,11,2820,3040,2015,1
Hard,Quarterfinals,Cibulkova D.,Ivanovic A.,48,12,1087,2971,2015,1
Hard,Semifinals,Bencic B.,Wozniacki C.,15,6,2710,3385,2015,1
Hard,Semifinals,Radwanska A.,Cibulkova D.,13,48,2820,1087,2015,1
Hard,The Final,Radwanska A.,Bencic B.,13,15,2820,2710,2015,1
Hard,1st Round,Hibino N.,Kalinina A.,117,159,510,333,2015,1
Hard,1st Round,Gasparyan M.,Panova A.,73,131,800,424,2015,1
Hard,1st Round,Friedsam A.L.,Vesnina E.,109,118,544,508,2015,1
Hard,1st Round,Jovanovski B.,Ostapenko J.,106,78,561,768,2015,1
Hard,1st Round,Shvedova Y.,Mitu A.,89,85,677,696,2015,1
Hard,1st Round,Rodina E.,Radwanska U.,93,87,644,692,2015,1
Hard,1st Round,Kozlova K.,Koukalova K.,203,103,243,585,2015,1
Hard,1st Round,Siniakova K.,Kania P.,69,142,835,384,2015,1
Hard,1st Round,Abduraimova N.,Martic P.,227,128,197,434,2015,1
Hard,1st Round,Krunic A.,Kontaveit A.,98,90,619,674,2015,1
Hard,1st Round,Larsson J.,Voegele S.,61,143,919,380,2015,1
Hard,1st Round,Cepelova J.,Sharipova S.,144,206,376,235,2015,1
Hard,1st Round,Vekic D.,Bertens K.,137,91,390,649,2015,1
Hard,1st Round,Beck A.,Kulichkova E.,381,94,112,634,2015,1
Hard,1st Round,Sasnovich A.,Hercog P.,102,63,594,900,2015,1
Hard,2nd Round,Jovanovski B.,Krunic A.,106,98,561,619,2015,1
Hard,2nd Round,Rodina E.,Shvedova Y.,93,89,644,677,2015,1
Hard,2nd Round,Larsson J.,Abduraimova N.,61,227,919,197,2015,1
Hard,2nd Round,Kozlova K.,Siniakova K.,203,69,243,835,2015,1
Hard,2nd Round,Friedsam A.L.,Gasparyan M.,109,73,544,800,2015,1
Hard,2nd Round,Hibino N.,Sasnovich A.,117,102,510,594,2015,1
Hard,2nd Round,Vekic D.,Witthoeft C.,137,58,390,956,2015,1
Hard,2nd Round,Beck A.,Cepelova J.,381,144,112,376,2015,1
Hard,Quarterfinals,Vekic D.,Friedsam A.L.,137,109,390,544,2015,1
Hard,Quarterfinals,Hibino N.,Kozlova K.,117,203,510,243,2015,1
Hard,Quarterfinals,Jovanovski B.,Beck A.,106,381,561,112,2015,1
Hard,Quarterfinals,Rodina E.,Larsson J.,93,61,644,919,2015,1
Hard,Semifinals,Hibino N.,Jovanovski B.,117,106,510,561,2015,1
Hard,Semifinals,Vekic D.,Rodina E.,137,93,390,644,2015,1
Hard,The Final,Hibino N.,Vekic D.,117,137,510,390,2015,1
Hard,1st Round,Gavrilova D.,Pereira T.,37,51,1301,1043,2015,1
Hard,1st Round,Lucic M.,Stosur S.,84,21,696,2330,2015,1
Hard,1st Round,Konta J.,Petkovic A.,66,16,875,2445,2015,1
Hard,1st Round,Lepchenko V.,Zheng S.,45,65,1194,889,2015,1
Hard,1st Round,Strycova B.,Babos T.,41,75,1245,784,2015,1
Hard,1st Round,Svitolina E.,Hantuchova D.,20,81,2360,761,2015,1
Hard,1st Round,Vandeweghe C.,Tsurenko L.,49,35,1087,1304,2015,1
Hard,1st Round,Goerges J.,Cornet A.,56,34,961,1315,2015,1
Hard,1st Round,Azarenka V.,Davis L.,23,74,2216,785,2015,1
Hard,1st Round,Niculescu M.,Liu F.,47,156,1115,340,2015,1
Hard,1st Round,Vinci R.,Kovinic D.,18,77,2430,772,2015,1
Hard,1st Round,Brengle M.,Cibulkova D.,38,40,1289,1271,2015,1
Hard,1st Round,Stephens S.,Riske A.,30,59,1620,935,2015,1
Hard,1st Round,Jankovic J.,Watson H.,25,60,2125,925,2015,1
Hard,1st Round,Schmiedlova A.,Duque Marino M.,29,79,1651,767,2015,1
Hard,1st Round,Garcia C.,Errani S.,39,22,1285,2320,2015,1
Hard,1st Round,Keys M.,Rybarikova M.,17,71,2440,810,2015,1
Hard,1st Round,Bencic B.,Tomljanovic A.,14,54,2985,985,2015,1
Hard,1st Round,Begu I.,Diyas Z.,26,42,1866,1230,2015,1
Hard,1st Round,Williams V.,Radwanska A.,24,7,2192,3190,2015,1
Hard,2nd Round,Pliskova Ka.,Lucic M.,12,84,3040,696,2015,1
Hard,2nd Round,Strycova B.,Sharapova M.,41,3,1245,5691,2015,1
Hard,2nd Round,Ivanovic A.,Brengle M.,9,38,3070,1289,2015,1
Hard,2nd Round,Kerber A.,Jankovic J.,13,25,2990,2125,2015,1
Hard,2nd Round,Mladenovic K.,Keys M.,27,17,1755,2440,2015,1
Hard,2nd Round,Svitolina E.,Lepchenko V.,20,45,2360,1194,2015,1
Hard,2nd Round,Vandeweghe C.,Garcia C.,49,39,1087,1285,2015,1
Hard,2nd Round,Giorgi C.,Bencic B.,33,14,1470,2985,2015,1
Hard,2nd Round,Schmiedlova A.,Wozniacki C.,29,11,1651,3041,2015,1
Hard,2nd Round,Konta J.,Azarenka V.,66,23,875,2216,2015,1
Hard,2nd Round,Vinci R.,Begu I.,18,26,2430,1866,2015,1
Hard,2nd Round,Williams V.,Goerges J.,24,56,2192,961,2015,1
Hard,2nd Round,Muguruza G.,Stephens S.,8,30,3116,1620,2015,1
Hard,2nd Round,Kvitova P.,Gavrilova D.,4,37,4396,1301,2015,1
Hard,3rd Round,Muguruza G.,Ivanovic A.,8,9,3116,3070,2015,1
Hard,3rd Round,Williams V.,Suarez Navarro C.,24,10,2192,3070,2015,1
Hard,3rd Round,Vinci R.,Kvitova P.,18,4,2430,4396,2015,1
Hard,3rd Round,Schmiedlova A.,Mladenovic K.,29,27,1651,1755,2015,1
Hard,3rd Round,Konta J.,Halep S.,66,2,875,6780,2015,1
Hard,3rd Round,Pliskova Ka.,Svitolina E.,12,20,3040,2360,2015,1
Hard,3rd Round,Kerber A.,Giorgi C.,13,33,2990,1470,2015,1
Hard,3rd Round,Vandeweghe C.,Strycova B.,49,41,1087,1245,2015,1
Hard,Quarterfinals,Vinci R.,Pliskova Ka.,18,12,2430,3040,2015,1
Hard,Quarterfinals,Muguruza G.,Schmiedlova A.,8,29,3116,1651,2015,1
Hard,Quarterfinals,Williams V.,Konta J.,24,66,2192,875,2015,1
Hard,Quarterfinals,Kerber A.,Vandeweghe C.,13,49,2990,1087,2015,1
Hard,Semifinals,Williams V.,Vinci R.,24,18,2192,2430,2015,1
Hard,Semifinals,Muguruza G.,Kerber A.,8,13,3116,2990,2015,1
Hard,The Final,Williams V.,Muguruza G.,24,8,2192,3116,2015,1
Hard,1st Round,Bacsinszky T.,Giorgi C.,17,31,2508,1565,2015,1
Hard,1st Round,Pereira T.,Dulgheru A.,52,57,1043,976,2015,1
Hard,1st Round,Keys M.,Mladenovic K.,19,28,2435,1805,2015,1
Hard,1st Round,Kuznetsova S.,Witthoeft C.,33,58,1358,973,2015,1
Hard,1st Round,Ivanovic A.,Dellacqua C.,15,116,2785,527,2015,1
Hard,1st Round,Wang Q.,Lepchenko V.,113,43,539,1234,2015,1
Hard,1st Round,Barthel M.,Zhang S.,53,191,1030,268,2015,1
Hard,1st Round,Van Uytvanck A.,Schmiedlova A.,54,27,1010,1811,2015,1
Hard,1st Round,Suarez Navarro C.,Tsurenko L.,12,36,3055,1304,2015,1
Hard,1st Round,Stephens S.,Pliskova Ka.,29,9,1680,3220,2015,1
Hard,1st Round,Pavlyuchenkova A.,Goerges J.,32,50,1541,1050,2015,1
Hard,1st Round,Falconi I.,Gavrilova D.,74,35,800,1336,2015,1
Hard,1st Round,Bondarenko K.,Strycova B.,85,34,723,1340,2015,1
Hard,1st Round,Errani S.,Kvitova P.,20,4,2410,3851,2015,1
Hard,1st Round,Duque Marino M.,Pironkova T.,77,48,779,1130,2015,1
Hard,1st Round,Garcia C.,Zheng S.,39,65,1280,889,2015,1
Hard,1st Round,Svitolina E.,Putintseva Y.,18,79,2455,767,2015,1
Hard,1st Round,Radwanska A.,Vandeweghe C.,8,41,3225,1267,2015,1
Hard,1st Round,Mattek-Sands B.,Cornet A.,90,44,690,1225,2015,1
Hard,1st Round,Arruabarrena L.,Halep S.,98,2,632,6670,2015,1
Hard,1st Round,Wozniacki C.,Jovanovski B.,11,92,3211,661,2015,1
Hard,1st Round,Lucic M.,Begu I.,80,26,755,1925,2015,1
Hard,1st Round,Stosur S.,Niculescu M.,25,46,1970,1145,2015,1
Hard,1st Round,Petkovic A.,Bouchard E.,21,38,2326,1293,2015,1
Hard,2nd Round,Vinci R.,Van Uytvanck A.,16,54,2565,1010,2015,1
Hard,2nd Round,Keys M.,Bondarenko K.,19,85,2435,723,2015,1
Hard,2nd Round,Suarez Navarro C.,Puig M.,12,106,3055,579,2015,1
Hard,2nd Round,Pavlyuchenkova A.,Svitolina E.,32,18,1541,2455,2015,1
Hard,2nd Round,Radwanska A.,Barthel M.,8,53,3225,1030,2015,1
Hard,2nd Round,Kuznetsova S.,Stephens S.,33,29,1358,1680,2015,1
Hard,2nd Round,Wozniacki C.,Wang Q.,11,113,3211,539,2015,1
Hard,2nd Round,Mattek-Sands B.,Arruabarrena L.,90,98,690,632,2015,1
Hard,2nd Round,Pennetta F.,Pereira T.,7,52,3253,1043,2015,1
Hard,2nd Round,Errani S.,Garcia C.,20,39,2410,1280,2015,1
Hard,2nd Round,Kerber A.,Cibulkova D.,10,40,3220,1272,2015,1
Hard,2nd Round,Petkovic A.,Stosur S.,21,25,2326,1970,2015,1
Hard,2nd Round,Bacsinszky T.,Duque Marino M.,17,77,2508,779,2015,1
Hard,2nd Round,Ivanovic A.,Williams V.,15,14,2785,2972,2015,1
Hard,2nd Round,Lucic M.,Bencic B.,80,13,755,3015,2015,1
Hard,2nd Round,Muguruza G.,Falconi I.,5,74,3691,800,2015,1
Hard,3rd Round,Radwanska A.,Keys M.,8,19,3225,2435,2015,1
Hard,3rd Round,Bacsinszky T.,Suarez Navarro C.,17,12,2508,3055,2015,1
Hard,3rd Round,Kerber A.,Wozniacki C.,10,11,3220,3211,2015,1
Hard,3rd Round,Mattek-Sands B.,Vinci R.,90,16,690,2565,2015,1
Hard,3rd Round,Pavlyuchenkova A.,Pennetta F.,32,7,1541,3253,2015,1
Hard,3rd Round,Muguruza G.,Lucic M.,5,80,3691,755,2015,1
Hard,3rd Round,Ivanovic A.,Kuznetsova S.,15,33,2785,1358,2015,1
